,JobName,JobID,Path,MemRSS,CPUTime,Resources,TrainAcc,TrainLeafAcc,TrainLeafAccSoft,TestAcc,TestLeafAcc,TestLeafAccSoft,ReducedTrainAcc,ReducedTrainLeafAcc,ReducedTrainLeafAccSoft,ReducedTestAcc,ReducedTestLeafAcc,ReducedTestLeafAccSoft,ExtendedTrainAcc,ExtendedTestAcc,SoftConstraint,EmptyLeaves,MisassignedPoints,ObjGap,ObjBound,Status,RemovedLeaves,StartTrainAcc,StartTrainLeafAcc,StartTrainLeafAccSoft,StartTestAcc,StartTestLeafAcc,StartTestLeafAccSoft,StartReducedTrainAcc,StartReducedTrainLeafAcc,StartReducedTrainLeafAccSoft,StartReducedTestAcc,StartReducedTestLeafAcc,StartReducedTestLeafAccSoft,DataType,DatasetName,Seed,ModelType,ModelDef
0,s_0_c_albert,6011675,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/categorical/albert/run0.out,12.745922088623047,230720,"cpu=8,mem=128G,node=1",0.6526,0.5497630331753555,0.5497630331753555,0.6374560123594541,0.5289855072463768,0.5289855072463768,0.6526,0.5497630331753555,0.5497630331753555,0.6374560123594541,0.5289855072463768,0.5289855072463768,0.6841,0.6392584327525535,1,0,0.0,0.8189655172413175,1.0,TIME,6,0.6526,0.5497630331753555,0.5497630331753555,0.6374560123594541,0.5289855072463768,0.5289855072463768,0.6526,0.5497630331753555,0.5497630331753555,0.6374560123594541,0.5289855072463768,0.5289855072463768,categorical,albert,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
1,s_0_c_compas-two-years,6011676,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/categorical/compas-two-years/run0.out,21.1490478515625,230560,"cpu=8,mem=64G,node=1",0.6540785498489426,0.6392857142857142,0.6392857142857142,0.6619718309859155,0.6412213740458015,0.6412213740458015,0.6540785498489426,0.6392857142857142,0.6392857142857142,0.6619718309859155,0.6412213740458015,0.6412213740458015,0.6913393756294058,0.7032193158953722,13,13,0.0,0.5640216060397697,1.0,TIME,13,0.6764853977844915,0.52,0.52,0.6851106639839034,0.45,0.44999999999999996,0.6764853977844915,0.52,0.52,0.6851106639839034,0.45,0.44999999999999996,categorical,compas-two-years,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
2,s_0_c_covertype,6011677,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/categorical/covertype/run0.out,62.24650573730469,230800,"cpu=8,mem=128G,node=1",0.7449,0.5,0.7450576606260296,0.7430962046827795,0.4838709677419355,0.4838709677419355,0.7449,0.5294117647058824,0.6,0.7430962046827795,0.582089552238806,0.582089552238806,0.9992,0.8565426737160121,14,10,0.0,0.3417455176632325,1.0,TIME,11,0.7706,0.5405405405405406,0.5405405405405406,0.7622970166163142,0.5532348446255732,0.5532348446255732,0.7706,0.5681818181818182,0.5681818181818182,0.7622970166163142,0.5532348446255732,0.5532348446255732,categorical,covertype,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
3,s_0_c_default-of-credit-card-clients,6011678,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/categorical/default-of-credit-card-clients/run0.out,10.299057006835938,230792,"cpu=8,mem=128G,node=1",0.7083,0.5132530120481927,0.5132530120481927,0.7080979284369114,0.5202020202020202,0.5202020202020202,0.7083,0.5132530120481927,0.5132530120481927,0.7080979284369114,0.5202020202020202,0.5202020202020202,0.7478,0.7212806026365348,3,0,0.0,0.948356807511698,1.0,TIME,3,0.7083,0.5132530120481927,0.5132530120481927,0.7080979284369114,0.5202020202020202,0.5202020202020202,0.7083,0.5132530120481927,0.5132530120481927,0.7080979284369114,0.5202020202020202,0.5202020202020202,categorical,default-of-credit-card-clients,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
4,s_0_c_electricity,6011679,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/categorical/electricity/run0.out,8.885120391845703,230672,"cpu=8,mem=64G,node=1",0.7434,0.5,0.5289343683839096,0.7302144249512671,0.42857142857142855,0.5020766035994463,0.7434,0.5,0.5289343683839096,0.7302144249512671,0.42857142857142855,0.5020766035994463,0.9828,0.866146848602989,2,0,0.0,0.8905764266554541,1.0,TIME,6,0.7441,0.5142767492940069,0.5142767492940069,0.7317738791423002,0.4074074074074074,0.4074074074074074,0.7441,0.5142767492940069,0.5142767492940069,0.7317738791423002,0.4074074074074074,0.4074074074074074,categorical,electricity,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
5,s_0_c_eye_movements,6011680,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/categorical/eye_movements/run0.out,22.171558380126953,230640,"cpu=8,mem=64G,node=1",0.582155767334867,0.5,0.5443037974683544,0.5795006570302234,0.391304347826087,0.391304347826087,0.582155767334867,0.5406976744186046,0.5406976744186046,0.5795006570302234,0.391304347826087,0.391304347826087,0.8890897140979297,0.6419185282522996,4,1,0.0,0.8372093023255716,1.0,TIME,8,0.5959579362471246,0.5017221584385764,0.5017221584385764,0.5795006570302234,0.4230769230769231,0.4230769230769231,0.5959579362471246,0.5490314769975787,0.5490314769975787,0.5795006570302234,0.4230769230769231,0.4230769230769231,categorical,eye_movements,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
6,s_0_c_road-safety,6011681,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/categorical/road-safety/run0.out,10.703792572021484,230792,"cpu=8,mem=128G,node=1",0.7213,0.547683923705722,0.547683923705722,0.7184270567709032,0.0,0.4,0.7213,0.547683923705722,0.547683923705722,0.7184270567709032,0.0,0.4,0.8505,0.7546638035163066,4,0,0.0,0.8258706467663154,1.0,TIME,1,0.7213,0.547683923705722,0.547683923705722,0.7184270567709032,0.0,0.4,0.7213,0.547683923705722,0.547683923705722,0.7184270567709032,0.0,0.4,categorical,road-safety,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
7,s_0_n_bank-marketing,6011682,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/numerical/bank-marketing/run0.out,7.577999114990234,230632,"cpu=8,mem=64G,node=1",0.7649491845899314,0.660180681028492,0.660180681028492,0.7566162570888468,0.0,0.5739644970414202,0.7649491845899314,0.660180681028492,0.660180681028492,0.7566162570888468,0.0,0.6398891966759003,0.837272512408414,0.7911153119092628,5,5,0.0,0.5147368421052119,1.0,TIME,9,0.7792484046324746,0.5465116279069767,0.5465116279069767,0.7731568998109641,0.4,0.4,0.7792484046324746,0.5465116279069767,0.5465116279069767,0.7731568998109641,0.4,0.4,numerical,bank-marketing,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
8,s_0_n_Bioresponse,6011683,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/numerical/Bioresponse/run0.out,46.37087631225586,230760,"cpu=8,mem=128G,node=1",0.7306152165999272,0.5,0.6603284356093345,0.7147016011644832,0.0,0.65,0.7306152165999272,0.5,0.6603284356093345,0.7147016011644832,0.0,0.65,0.9370222060429559,0.7554585152838428,9,0,0.0,0.50877192982456,1.0,TIME,2,0.740444120859119,0.5531914893617021,0.5531914893617021,0.7117903930131004,0.2,0.65,0.740444120859119,0.5882352941176471,0.6460784313725491,0.7117903930131004,0.2,0.65,numerical,Bioresponse,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
9,s_0_n_california,6011684,benchmark/warmstart/d4_r4_8h_nolim_hint_soft_true_data/numerical/california/run0.out,53.112403869628906,230672,"cpu=8,mem=64G,node=1",0.7836,0.5,0.666383701188455,0.7855585170826266,0.6086956521739131,0.6086956521739131,0.7836,0.5,0.666383701188455,0.7855585170826266,0.6497975708502024,0.6497975708502024,0.9595,0.8844196753089412,3,2,0.0,0.5006369426751605,1.0,TIME,7,0.7965,0.5778175313059034,0.5778175313059034,0.7940392536951781,0.583941605839416,0.583941605839416,0.7965,0.5966514459665144,0.5966514459665144,0.7940392536951781,0.583941605839416,0.583941605839416,numerical,california,0,warmstart,d4_r4_8h_nolim_hint_soft_true_data
