,JobName,JobID,Path,MemRSS,CPUTime,Resources,TrainAcc,TrainLeafAcc,TrainLeafAccSoft,TestAcc,TestLeafAcc,TestLeafAccSoft,ReducedTrainAcc,ReducedTrainLeafAcc,ReducedTrainLeafAccSoft,ReducedTestAcc,ReducedTestLeafAcc,ReducedTestLeafAccSoft,ExtendedTrainAcc,ExtendedTestAcc,SoftConstraint,EmptyLeaves,MisassignedPoints,ObjGap,ObjBound,Status,RemovedLeaves,StartTrainAcc,StartTrainLeafAcc,StartTrainLeafAccSoft,StartTestAcc,StartTestLeafAcc,StartTestLeafAccSoft,StartReducedTrainAcc,StartReducedTrainLeafAcc,StartReducedTrainLeafAccSoft,StartReducedTestAcc,StartReducedTestLeafAcc,StartReducedTestLeafAccSoft,DataType,DatasetName,Seed,ModelType,ModelDef
0,W1h_0_c_albert,5936068,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/albert/run0.out,35.00394821166992,29152,"cpu=8,mem=128G,node=1",0.6521,0.5497630331753555,0.5497630331753555,0.6371985237318685,0.5289855072463768,0.5289855072463768,0.6521,0.5497630331753555,0.5497630331753555,0.6371985237318685,0.5289855072463768,0.5289855072463768,0.6802,0.6386576259548536,,0,0.0,0.8189655172413238,1.0,TIME,8,0.6521,0.5497630331753555,0.5497630331753555,0.6371985237318685,0.5289855072463768,0.5289855072463768,0.6521,0.5497630331753555,0.5497630331753555,0.6371985237318685,0.5289855072463768,0.5289855072463768,categorical,albert,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
1,W1h_0_c_compas-two-years,5936069,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/compas-two-years/run0.out,19.361148834228516,28968,"cpu=8,mem=64G,node=1",0.6540785498489426,0.6388181355068773,0.6388181355068773,0.6619718309859155,0.6326530612244898,0.6326530612244898,0.6540785498489426,0.6392857142857142,0.6392857142857142,0.6619718309859155,0.6412213740458015,0.6412213740458015,0.6842900302114804,0.6971830985915493,,12,0.0,0.5653907496012679,1.0,TIME,13,0.6764853977844915,0.52,0.52,0.6851106639839034,0.45,0.44999999999999996,0.6764853977844915,0.52,0.52,0.6851106639839034,0.45,0.44999999999999996,categorical,compas-two-years,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
2,W1h_0_c_covertype,5936070,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/covertype/run0.out,33.374664306640625,29208,"cpu=8,mem=128G,node=1",0.6976,0.6401876007621281,0.6401876007621281,0.7024641238670695,0.6422222222222222,0.6422222222222222,0.6976,0.6401876007621281,0.6401876007621281,0.7024523225075529,0.6486664585717754,0.6486664585717754,0.9849,0.8485295506042296,,11,0.0,0.5620421245418751,1.0,TIME,14,0.77,0.5693848354792561,0.5693848354792561,0.7615889350453172,0.5532348446255732,0.5532348446255732,0.77,0.5693848354792561,0.5693848354792561,0.7615889350453172,0.5532348446255732,0.5532348446255732,categorical,covertype,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
3,W1h_0_c_default-of-credit-card-clients,5936071,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/default-of-credit-card-clients/run0.out,30.93264389038086,29096,"cpu=8,mem=128G,node=1",0.5575,0.556820577693443,0.556820577693443,0.5495291902071563,0.5296191819464033,0.5296191819464033,0.5575,0.556820577693443,0.556820577693443,0.5495291902071563,0.5296191819464033,0.5296191819464033,0.7312,0.7141242937853107,,14,0.0,0.7959106399090996,1.0,TIME,14,0.7073,0.5132530120481927,0.5132530120481927,0.7073446327683616,0.5202020202020202,0.5202020202020202,0.7073,0.5132530120481927,0.5132530120481927,0.7073446327683616,0.5202020202020202,0.5202020202020202,categorical,default-of-credit-card-clients,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
4,W1h_0_c_electricity,5936072,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/electricity/run0.out,24.655662536621094,29336,"cpu=8,mem=64G,node=1",0.7361,0.5318523358379614,0.5318523358379614,0.7228070175438597,0.5051813471502591,0.5051813471502591,0.7361,0.5318523358379614,0.5318523358379614,0.7228070175438597,0.5051813471502591,0.5051813471502591,0.9768,0.8671864847303444,,0,0.0,0.8802151329639132,1.0,TIME,8,0.7435,0.5142767492940069,0.5142767492940069,0.7324236517218974,0.4905193734542457,0.4905193734542457,0.7435,0.5142767492940069,0.5142767492940069,0.7324236517218974,0.4905193734542457,0.4905193734542457,categorical,electricity,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
5,W1h_0_c_eye_movements,5936073,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/eye_movements/run0.out,38.118873596191406,29016,"cpu=8,mem=64G,node=1",0.5928360170883996,0.562984496124031,0.562984496124031,0.5781865965834428,0.4230769230769231,0.4230769230769231,0.5928360170883996,0.562984496124031,0.562984496124031,0.5775295663600526,0.4230769230769231,0.4230769230769231,0.9600722970752547,0.6471747700394218,,4,0.0,0.7762478247994203,1.0,TIME,8,0.5990798554058495,0.5017221584385764,0.5017221584385764,0.5801576872536137,0.4230769230769231,0.4230769230769231,0.5990798554058495,0.5490314769975787,0.5490314769975787,0.5801576872536137,0.4230769230769231,0.4230769230769231,categorical,eye_movements,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
6,W1h_0_c_road-safety,5936074,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/road-safety/run0.out,25.768051147460938,29144,"cpu=8,mem=128G,node=1",0.6196,0.5942474169226473,0.5942474169226473,0.6149510132868071,0.5802823941022117,0.5802823941022117,0.6196,0.6019531907728574,0.6019531907728574,0.6149510132868071,0.5972721822541966,0.5972721822541966,0.8258,0.7599874737171745,,11,0.0,0.6823308270676625,1.0,TIME,14,0.7161,0.5338208409506399,0.5338208409506399,0.7100612893123965,0.4895498392282958,0.4895498392282958,0.7161,0.5338208409506399,0.5338208409506399,0.7100612893123965,0.4895498392282958,0.4895498392282958,categorical,road-safety,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
7,W1h_0_n_bank-marketing,5936075,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/bank-marketing/run0.out,23.36656951904297,29040,"cpu=8,mem=64G,node=1",0.7746395651146301,0.6168629882207067,0.6168629882207067,0.7736294896030246,0.5,0.6,0.7746395651146301,0.6168629882207067,0.6168629882207067,0.7736294896030246,0.5,0.6,0.8308910423067832,0.7953686200378072,,0,0.0,0.621105527638191,1.0,TIME,7,0.7792484046324746,0.5465116279069767,0.5465116279069767,0.7731568998109641,0.4,0.4,0.7792484046324746,0.5465116279069767,0.5465116279069767,0.7731568998109641,0.4,0.4,numerical,bank-marketing,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
8,W1h_0_n_Bioresponse,5936076,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/Bioresponse/run0.out,68.91033554077148,29184,"cpu=8,mem=128G,node=1",0.7211503458318165,0.6569767441860465,0.6569767441860465,0.7088791848617176,0.5357142857142857,0.5357142857142857,0.7211503458318165,0.6583333333333333,0.6583333333333333,0.7088791848617176,0.5357142857142857,0.5357142857142857,0.9377502730251183,0.7671033478893741,,6,0.0,0.522123589393438,1.0,TIME,10,0.7251547142337095,0.5411764705882353,0.5411764705882353,0.7147016011644832,0.5217391304347826,0.5217391304347826,0.7251547142337095,0.6460784313725491,0.6460784313725491,0.7147016011644832,0.6568265682656826,0.6568265682656826,numerical,Bioresponse,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
9,W1h_0_n_california,5936077,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/california/run0.out,27.933582305908203,29088,"cpu=8,mem=64G,node=1",0.7304,0.6898611559573781,0.6898611559573781,0.7269202810758421,0.6791862284820032,0.6791862284820032,0.7304,0.6898611559573781,0.6898611559573781,0.7269202810758421,0.6791862284820032,0.6791862284820032,0.9581,0.8970196268475891,,11,0.0,0.4495670489117703,1.0,TIME,13,0.7963,0.5778175313059034,0.5778175313059034,0.7940392536951781,0.583941605839416,0.583941605839416,0.7963,0.5966514459665144,0.5966514459665144,0.7940392536951781,0.583941605839416,0.583941605839416,numerical,california,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
10,W1h_0_n_covertype,5936078,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/covertype/run0.out,27.646774291992188,29080,"cpu=8,mem=128G,node=1",0.7452,0.6369509043927648,0.6369509043927648,0.7363242470504143,0.5500526870389885,0.5500526870389885,0.7452,0.639344262295082,0.639344262295082,0.7363242470504143,0.5500526870389885,0.5500526870389885,0.9594,0.8093292505360877,,0,0.0,0.5699797160243075,1.0,TIME,8,0.7535,0.5846153846153846,0.5846153846153846,0.7387774551936535,0.5514790185737216,0.5514790185737216,0.7535,0.5846153846153846,0.5846153846153846,0.7387774551936535,0.5514790185737216,0.5514790185737216,numerical,covertype,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
11,W1h_0_n_credit,5936079,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/credit/run0.out,25.528247833251953,29128,"cpu=8,mem=64G,node=1",0.7337,0.5532879818594104,0.5532879818594104,0.7385581812743045,0.5592105263157895,0.5592105263157895,0.7337,0.5532879818594104,0.5532879818594104,0.7385581812743045,0.5592105263157895,0.5592105263157895,0.7647,0.76308704756207,,7,0.0,0.8073770491803007,1.0,TIME,9,0.7432,0.5198164372131832,0.5198164372131832,0.7541130720909363,0.5342105263157895,0.5342105263157895,0.7432,0.5198164372131832,0.5198164372131832,0.7541130720909363,0.5342105263157895,0.5342105263157895,numerical,credit,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
12,W1h_0_n_default-of-credit-card-clients,5936080,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/default-of-credit-card-clients/run0.out,30.41739273071289,29160,"cpu=8,mem=64G,node=1",0.6962,0.5481377371749825,0.5481377371749825,0.6937853107344633,0.5413333333333333,0.5413333333333333,0.6962,0.5485996705107083,0.5485996705107083,0.6937853107344633,0.5777777777777777,0.5777777777777777,0.7469,0.7197740112994351,,3,0.0,0.8243589728289474,1.0,TIME,9,0.7073,0.5132530120481927,0.5132530120481927,0.7073446327683616,0.5202020202020202,0.5202020202020202,0.7073,0.5132530120481927,0.5132530120481927,0.7073446327683616,0.5202020202020202,0.5202020202020202,numerical,default-of-credit-card-clients,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
13,W1h_0_n_Diabetes130US,5936081,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/Diabetes130US/run0.out,34.72466278076172,29080,"cpu=8,mem=64G,node=1",0.6056,0.559494242492662,0.559494242492662,0.5946687297791532,0.5277777777777778,0.5277777777777778,0.6056,0.559494242492662,0.559494242492662,0.5946687297791532,0.5277777777777778,0.5277777777777778,0.6225,0.591292727528485,,10,0.0,0.787328423461415,1.0,TIME,11,0.6082,0.5096774193548387,0.5096774193548387,0.5926290617527078,0.459866220735786,0.459866220735786,0.6082,0.5133333333333333,0.5133333333333333,0.5926290617527078,0.459866220735786,0.459866220735786,numerical,Diabetes130US,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
14,W1h_0_n_electricity,5936082,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/electricity/run0.out,33.5999641418457,29224,"cpu=8,mem=64G,node=1",0.7462,0.5314917127071823,0.5314917127071823,0.7393112410656271,0.35555555555555557,0.35555555555555557,0.7462,0.5314917127071823,0.5314917127071823,0.7393112410656271,0.5104761904761905,0.5104761904761905,0.9706,0.8522417153996101,,0,0.0,0.880231609704948,1.0,TIME,8,0.7435,0.5142767492940069,0.5142767492940069,0.7324236517218974,0.4905193734542457,0.4905193734542457,0.7435,0.5142767492940069,0.5142767492940069,0.7324236517218974,0.4905193734542457,0.4905193734542457,numerical,electricity,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
15,W1h_0_n_eye_movements,5936083,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/eye_movements/run0.out,31.84762954711914,29008,"cpu=8,mem=64G,node=1",0.5113374958922117,0.5076979472140762,0.5076979472140762,0.4973718791064389,0.493009565857248,0.493009565857248,0.5113374958922117,0.5076979472140762,0.5076979472140762,0.4973718791064389,0.493009565857248,0.493009565857248,0.9677949392047321,0.6537450722733246,,14,0.0,0.9631267585005249,1.0,TIME,14,0.5990798554058495,0.5017221584385764,0.5017221584385764,0.5801576872536137,0.4230769230769231,0.4230769230769231,0.5990798554058495,0.5490314769975787,0.5490314769975787,0.5801576872536137,0.4230769230769231,0.4230769230769231,numerical,eye_movements,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
16,W1h_0_n_Higgs,5936084,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/Higgs/run0.out,28.81694793701172,29168,"cpu=8,mem=128G,node=1",0.6201,0.5777777777777777,0.5777777777777777,0.6193094792375766,0.5725688901228569,0.5725688901228569,0.6201,0.5777777777777777,0.5777777777777777,0.6193094792375766,0.5725688901228569,0.5725688901228569,0.8602,0.6931479748127978,,4,0.0,0.7307692302965958,1.0,TIME,6,0.668,0.5117370892018779,0.5117370892018779,0.6543088410483322,0.4726962457337884,0.4726962457337884,0.668,0.5117370892018779,0.5117370892018779,0.6543088410483322,0.4726962457337884,0.4726962457337884,numerical,Higgs,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
17,W1h_0_n_heloc,5936085,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/heloc/run0.out,24.114830017089844,29056,"cpu=8,mem=64G,node=1",0.65225,0.5868465430016864,0.5868465430016864,0.6545,0.5866666666666667,0.5866666666666667,0.65225,0.6114190687361419,0.6114190687361419,0.6545,0.6181015452538632,0.6181015452538632,0.765625,0.723,,11,0.0,0.704022988505741,1.0,TIME,14,0.71,0.5064935064935064,0.5064935064935064,0.7105,0.463768115942029,0.463768115942029,0.71,0.5311572700296736,0.5311572700296736,0.7105,0.463768115942029,0.463768115942029,numerical,heloc,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
18,W1h_0_n_house_16H,5936086,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/house_16H/run0.out,25.763160705566406,29104,"cpu=8,mem=64G,node=1",0.8033,0.6962025316455697,0.6962025316455697,0.7887323943661971,0.6453488372093024,0.6453488372093024,0.8033,0.6962025316455697,0.6962025316455697,0.7887323943661971,0.665680473372781,0.665680473372781,0.9381,0.8680504077094143,,2,0.0,0.4363636363636363,1.0,TIME,8,0.8272,0.5959183673469388,0.5959183673469388,0.8157894736842105,0.6122448979591837,0.6122448979591837,0.8272,0.622093023255814,0.622093023255814,0.8157894736842105,0.6122448979591837,0.6122448979591837,numerical,house_16H,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
19,W1h_0_n_jannis,5936087,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/jannis/run0.out,36.777992248535156,29208,"cpu=8,mem=128G,node=1",0.7204,0.5283018867924528,0.5283018867924528,0.7210837096213963,0.4444444444444444,0.4444444444444444,0.7204,0.5283018867924528,0.5283018867924528,0.7210837096213963,0.4444444444444444,0.4444444444444444,0.908,0.768061827023272,,0,0.0,0.8928527353158934,1.0,TIME,7,0.7232,0.5031928480204342,0.5031928480204342,0.7202153525529698,0.43037974683544306,0.43037974683544306,0.7232,0.5283018867924528,0.5283018867924528,0.7202153525529698,0.43037974683544306,0.43037974683544306,numerical,jannis,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
20,W1h_0_n_MagicTelescope,5936088,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/MagicTelescope/run0.out,25.592979431152344,29136,"cpu=8,mem=64G,node=1",0.7444,0.6927119831814996,0.6927119831814996,0.7369207772795217,0.0,0.6960154241645244,0.7444,0.6927119831814996,0.6927119831814996,0.7380418535127056,0.6966003848620911,0.6966003848620911,0.9693,0.8628550074738416,,7,0.0,0.44360141628727257,1.0,TIME,11,0.7971,0.5652173913043478,0.5652173913043478,0.7769058295964125,0.5,0.5387931034482759,0.7971,0.5652173913043478,0.5652173913043478,0.7769058295964125,0.5387931034482759,0.5387931034482759,numerical,MagicTelescope,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
21,W1h_0_n_MiniBooNE,5936089,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/MiniBooNE/run0.out,38.29512023925781,29184,"cpu=8,mem=128G,node=1",0.8783,0.5625,0.5625,0.8674657534246575,0.37383177570093457,0.37383177570093457,0.8783,0.5625,0.5625,0.8674657534246575,0.37383177570093457,0.37383177570093457,0.9723,0.9108219178082192,,0,0.0,0.777777777777782,1.0,TIME,2,0.8783,0.5045045045045045,0.5045045045045045,0.8688356164383562,0.43478260869565216,0.43478260869565216,0.8783,0.5045045045045045,0.5045045045045045,0.8688356164383562,0.43478260869565216,0.43478260869565216,numerical,MiniBooNE,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
22,W1h_0_n_pol,5936090,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/numerical/pol/run0.out,25.14299774169922,29088,"cpu=8,mem=64G,node=1",0.9078735275883447,0.6473684210526316,0.6473684210526316,0.8943976202280615,0.5454545454545454,0.625,0.9078735275883447,0.6473684210526316,0.6473684210526316,0.8943976202280615,0.625,0.625,0.9961562306261624,0.9806643529995042,,8,0.0,0.5447154471544667,1.0,TIME,9,0.933539987600744,0.6097560975609756,0.6097560975609756,0.9216658403569657,0.5,0.6086956521739131,0.933539987600744,0.6413502109704642,0.6413502109704642,0.9216658403569657,0.640625,0.640625,numerical,pol,0,warmstart,d4_r4_1h_50lim_hint_hard_true_data
23,W1h_1_c_albert,5936091,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/albert/run1.out,39.875762939453125,29136,"cpu=8,mem=128G,node=1",0.6154,0.5670103092783505,0.5670103092783505,0.613509569993992,0.4298507462686567,0.4298507462686567,0.6154,0.5670103092783505,0.5670103092783505,0.613509569993992,0.4298507462686567,0.4298507462686567,0.6782,0.6539352845249334,,8,0.0,0.7636363636363682,1.0,TIME,11,0.6487,0.5274074074074074,0.5274074074074074,0.638228478242211,0.5107913669064749,0.5107913669064749,0.6487,0.5274074074074074,0.5274074074074074,0.638228478242211,0.5107913669064749,0.5107913669064749,categorical,albert,1,warmstart,d4_r4_1h_50lim_hint_hard_true_data
24,W1h_1_c_compas-two-years,5936092,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/compas-two-years/run1.out,13.032550811767578,28936,"cpu=8,mem=64G,node=1",0.6802618328298087,0.6024590163934426,0.6024590163934426,0.6891348088531187,0.4666666666666667,0.4666666666666667,0.6802618328298087,0.6024590163934426,0.6024590163934426,0.6891348088531187,0.4666666666666667,0.4666666666666667,0.6976334340382678,0.6790744466800804,,5,0.0,0.6598638226681164,1.0,TIME,8,0.6815206445115811,0.5280898876404494,0.5280898876404494,0.6861167002012073,0.3076923076923077,0.5,0.6815206445115811,0.5280898876404494,0.5280898876404494,0.6861167002012073,0.3076923076923077,0.5,categorical,compas-two-years,1,warmstart,d4_r4_1h_50lim_hint_hard_true_data
25,W1h_1_c_covertype,5936093,benchmark/warmstart/d4_r4_1h_50lim_hint_hard_true_data/categorical/covertype/run1.out,36.950923919677734,29224,"cpu=8,mem=128G,node=1",0.689,0.6348725017229497,0.6348725017229497,0.6837825717522659,0.42857142857142855,0.6272334576870214,0.689,0.6348725017229497,0.6348725017229497,0.6837707703927492,0.6272023819261537,0.6272023819261537,0.9995,0.8507836102719033,,11,0.0,0.5751194094655192,1.0,TIME,14,0.7713,0.6149425287356322,0.6149425287356322,0.7581311367069486,0.5641956108519095,0.5641956108519095,0.7713,0.6149425287356322,0.6149425287356322,0.7581311367069486,0.5641956108519095,0.5641956108519095,categorical,covertype,1,warmstart,d4_r4_1h_50lim_hint_hard_true_data
